XFOIL         Version 6.96

Calculated polar for: NACA 1412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
2.000   0.3422   0.00706   0.00243  -0.0226   0.5940   0.9719
2.500   0.4181   0.00745   0.00261  -0.0268   0.5450   0.9835
2.750   0.4590   0.00765   0.00270  -0.0296   0.5186   0.9874
3.000   0.4981   0.00782   0.00279  -0.0320   0.4952   0.9925
3.250   0.5378   0.00802   0.00288  -0.0347   0.4683   0.9962
3.500   0.5774   0.00823   0.00298  -0.0373   0.4390   0.9999
3.750   0.6007   0.00841   0.00305  -0.0365   0.4103   1.0000
4.000   0.6232   0.00862   0.00313  -0.0356   0.3801   1.0000
4.250   0.6456   0.00885   0.00324  -0.0346   0.3517   1.0000
4.500   0.6678   0.00909   0.00338  -0.0336   0.3247   1.0000
5.000   0.7114   0.00968   0.00372  -0.0314   0.2680   1.0000
5.250   0.7330   0.01001   0.00393  -0.0303   0.2402   1.0000
5.500   0.7544   0.01037   0.00416  -0.0291   0.2126   1.0000
5.750   0.7755   0.01076   0.00442  -0.0279   0.1852   1.0000
6.000   0.7966   0.01118   0.00471  -0.0267   0.1594   1.0000
6.250   0.8179   0.01159   0.00501  -0.0256   0.1366   1.0000
6.500   0.8387   0.01206   0.00535  -0.0244   0.1148   1.0000
6.750   0.8599   0.01252   0.00572  -0.0232   0.0952   1.0000
7.000   0.8805   0.01307   0.00616  -0.0220   0.0778   1.0000
7.250   0.9015   0.01362   0.00664  -0.0208   0.0664   1.0000
7.500   0.9234   0.01408   0.00710  -0.0198   0.0603   1.0000
7.750   0.9443   0.01466   0.00764  -0.0186   0.0555   1.0000
8.000   0.9663   0.01513   0.00815  -0.0176   0.0530   1.0000
8.250   0.9885   0.01559   0.00865  -0.0167   0.0509   1.0000
8.500   1.0100   0.01610   0.00918  -0.0157   0.0490   1.0000
8.750   1.0294   0.01680   0.00988  -0.0144   0.0470   1.0000
9.000   1.0482   0.01754   0.01067  -0.0131   0.0455   1.0000
9.250   1.0694   0.01805   0.01125  -0.0121   0.0445   1.0000
9.500   1.0899   0.01861   0.01187  -0.0110   0.0433   1.0000
9.750   1.1099   0.01919   0.01248  -0.0099   0.0421   1.0000
10.000   1.1290   0.01982   0.01314  -0.0087   0.0409   1.0000
10.250   1.1455   0.02066   0.01401  -0.0072   0.0397   1.0000
10.500   1.1568   0.02202   0.01541  -0.0050   0.0384   1.0000
10.750   1.1759   0.02255   0.01602  -0.0038   0.0378   1.0000
11.000   1.1924   0.02320   0.01675  -0.0023   0.0369   1.0000
11.250   1.2070   0.02390   0.01753  -0.0005   0.0360   1.0000
11.500   1.2209   0.02464   0.01833   0.0012   0.0350   1.0000
11.750   1.2340   0.02545   0.01918   0.0030   0.0341   1.0000
12.000   1.2451   0.02646   0.02022   0.0047   0.0333   1.0000
12.250   1.2511   0.02821   0.02202   0.0069   0.0323   1.0000
12.500   1.2617   0.02935   0.02327   0.0085   0.0317   1.0000
12.750   1.2731   0.03033   0.02437   0.0099   0.0310   1.0000
13.000   1.2832   0.03147   0.02561   0.0112   0.0302   1.0000
13.250   1.2923   0.03274   0.02697   0.0124   0.0294   1.0000
13.500   1.3006   0.03413   0.02844   0.0134   0.0287   1.0000
13.750   1.3080   0.03566   0.03002   0.0143   0.0281   1.0000
14.000   1.3134   0.03747   0.03187   0.0151   0.0275   1.0000
14.250   1.3111   0.04038   0.03486   0.0164   0.0266   1.0000
14.500   1.3158   0.04231   0.03695   0.0166   0.0262   1.0000
14.750   1.3191   0.04453   0.03932   0.0165   0.0257   1.0000
15.000   1.3212   0.04702   0.04194   0.0163   0.0251   1.0000
15.250   1.3220   0.04976   0.04481   0.0159   0.0246   1.0000
15.500   1.3221   0.05268   0.04784   0.0152   0.0240   1.0000
15.750   1.3215   0.05578   0.05103   0.0143   0.0236   1.0000
16.000   1.3204   0.05904   0.05437   0.0133   0.0232   1.0000
16.250   1.3180   0.06251   0.05791   0.0121   0.0228   1.0000
16.500   1.3132   0.06636   0.06183   0.0108   0.0225   1.0000
16.750   1.3014   0.07115   0.06672   0.0096   0.0220   1.0000
17.000   1.2897   0.07638   0.07212   0.0073   0.0218   1.0000
17.250   1.2792   0.08177   0.07768   0.0045   0.0216   1.0000
17.500   1.2670   0.08758   0.08366   0.0015   0.0214   1.0000
17.750   1.2529   0.09385   0.09009  -0.0018   0.0211   1.0000
18.000   1.2371   0.10059   0.09699  -0.0055   0.0209   1.0000
18.250   1.2196   0.10784   0.10440  -0.0095   0.0207   1.0000
18.500   1.2001   0.11567   0.11239  -0.0139   0.0205   1.0000
18.750   1.1776   0.12436   0.12125  -0.0189   0.0204   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 1412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-18.250  -1.2023   0.09262   0.08974  -0.0182   1.0000   0.0138
-18.000  -1.2455   0.08177   0.07873  -0.0241   1.0000   0.0137
-17.750  -1.2853   0.07157   0.06836  -0.0298   1.0000   0.0136
-17.500  -1.3179   0.06252   0.05914  -0.0350   1.0000   0.0136
-17.250  -1.3410   0.05504   0.05150  -0.0396   1.0000   0.0136
-17.000  -1.3561   0.04897   0.04528  -0.0434   1.0000   0.0137
-16.750  -1.3653   0.04406   0.04022  -0.0463   1.0000   0.0139
-16.500  -1.3700   0.04007   0.03611  -0.0485   1.0000   0.0141
-16.250  -1.3714   0.03685   0.03275  -0.0498   1.0000   0.0143
-16.000  -1.3694   0.03428   0.03007  -0.0505   1.0000   0.0145
-15.750  -1.3649   0.03221   0.02788  -0.0506   1.0000   0.0147
-15.500  -1.3695   0.02957   0.02513  -0.0501   1.0000   0.0152
-15.250  -1.3672   0.02779   0.02328  -0.0489   1.0000   0.0156
-15.000  -1.3589   0.02660   0.02203  -0.0477   1.0000   0.0161
-14.750  -1.3480   0.02566   0.02104  -0.0463   1.0000   0.0166
-14.500  -1.3359   0.02486   0.02018  -0.0448   1.0000   0.0171
-14.250  -1.3232   0.02415   0.01940  -0.0431   1.0000   0.0176
-14.000  -1.3084   0.02353   0.01871  -0.0416   1.0000   0.0180
-13.750  -1.2959   0.02258   0.01767  -0.0400   1.0000   0.0186
-13.500  -1.2806   0.02176   0.01683  -0.0386   1.0000   0.0194
-13.250  -1.2611   0.02124   0.01629  -0.0377   1.0000   0.0200
-13.000  -1.2406   0.02079   0.01580  -0.0369   1.0000   0.0207
-12.750  -1.2198   0.02034   0.01529  -0.0360   1.0000   0.0214
-12.500  -1.1980   0.01998   0.01487  -0.0353   1.0000   0.0220
-12.250  -1.1800   0.01928   0.01411  -0.0340   1.0000   0.0227
-12.000  -1.1616   0.01864   0.01345  -0.0328   1.0000   0.0236
-11.750  -1.1402   0.01827   0.01307  -0.0319   1.0000   0.0243
-11.500  -1.1190   0.01792   0.01269  -0.0310   1.0000   0.0251
-11.250  -1.0982   0.01757   0.01229  -0.0298   1.0000   0.0258
-11.000  -1.0771   0.01726   0.01194  -0.0287   1.0000   0.0264
-10.750  -1.0553   0.01705   0.01168  -0.0277   1.0000   0.0268
-10.500  -1.0421   0.01609   0.01067  -0.0254   1.0000   0.0281
-10.250  -1.0232   0.01568   0.01024  -0.0239   1.0000   0.0289
-10.000  -1.0036   0.01535   0.00990  -0.0225   1.0000   0.0297
-9.750  -0.9841   0.01502   0.00954  -0.0210   1.0000   0.0304
-9.500  -0.9645   0.01471   0.00920  -0.0195   1.0000   0.0312
-9.250  -0.9445   0.01446   0.00891  -0.0180   1.0000   0.0318
-9.000  -0.9240   0.01426   0.00868  -0.0167   1.0000   0.0322
-8.750  -0.9056   0.01350   0.00786  -0.0152   0.9998   0.0335
-8.500  -0.8733   0.01303   0.00739  -0.0164   0.9985   0.0348
-8.250  -0.8400   0.01269   0.00703  -0.0178   0.9970   0.0359
-8.000  -0.8062   0.01236   0.00668  -0.0193   0.9956   0.0370
-7.750  -0.7716   0.01208   0.00637  -0.0208   0.9944   0.0380
-7.500  -0.7377   0.01177   0.00603  -0.0222   0.9929   0.0387
-7.250  -0.7062   0.01124   0.00547  -0.0232   0.9904   0.0408
-7.000  -0.6725   0.01089   0.00513  -0.0246   0.9882   0.0424
-6.750  -0.6378   0.01060   0.00482  -0.0261   0.9865   0.0441
-6.500  -0.6023   0.01035   0.00455  -0.0278   0.9851   0.0456
-6.250  -0.5670   0.00995   0.00417  -0.0296   0.9839   0.0494
-6.000  -0.5355   0.00966   0.00390  -0.0304   0.9804   0.0534
-5.750  -0.5041   0.00932   0.00361  -0.0311   0.9765   0.0618
-5.500  -0.4721   0.00900   0.00336  -0.0321   0.9731   0.0748
-5.250  -0.4436   0.00871   0.00314  -0.0322   0.9674   0.0889
-5.000  -0.4154   0.00844   0.00293  -0.0322   0.9612   0.1027
-4.750  -0.3880   0.00820   0.00275  -0.0321   0.9543   0.1172
-4.500  -0.3613   0.00796   0.00257  -0.0317   0.9464   0.1337
-4.250  -0.3349   0.00773   0.00241  -0.0313   0.9377   0.1517
-4.000  -0.3082   0.00753   0.00225  -0.0310   0.9289   0.1711
-3.750  -0.2817   0.00733   0.00212  -0.0306   0.9182   0.1918
-3.500  -0.2550   0.00712   0.00198  -0.0302   0.9079   0.2156
-3.250  -0.2284   0.00694   0.00186  -0.0299   0.8962   0.2414
-3.000  -0.2015   0.00677   0.00175  -0.0296   0.8837   0.2682
-2.750  -0.1746   0.00659   0.00165  -0.0293   0.8704   0.2966
-2.500  -0.1478   0.00642   0.00155  -0.0290   0.8566   0.3293
-2.250  -0.1210   0.00626   0.00147  -0.0287   0.8416   0.3645
-1.750  -0.0673   0.00597   0.00132  -0.0281   0.8084   0.4383
-1.500  -0.0405   0.00586   0.00127  -0.0278   0.7900   0.4764
-1.250  -0.0135   0.00577   0.00123  -0.0275   0.7711   0.5098
-1.000   0.0135   0.00570   0.00119  -0.0272   0.7525   0.5451
-0.750   0.0402   0.00561   0.00117  -0.0269   0.7336   0.5848
-0.500   0.0671   0.00553   0.00116  -0.0266   0.7146   0.6258
-0.250   0.0940   0.00548   0.00116  -0.0263   0.6949   0.6616
0.000   0.1209   0.00544   0.00117  -0.0259   0.6747   0.6948
0.250   0.1477   0.00543   0.00118  -0.0256   0.6543   0.7265
0.500   0.1744   0.00543   0.00120  -0.0252   0.6324   0.7572
0.750   0.2009   0.00544   0.00124  -0.0247   0.6098   0.7879
1.000   0.2274   0.00546   0.00128  -0.0243   0.5890   0.8180
1.250   0.2538   0.00549   0.00134  -0.0238   0.5700   0.8466
1.500   0.2801   0.00553   0.00140  -0.0232   0.5507   0.8726
1.750   0.3065   0.00560   0.00147  -0.0227   0.5316   0.8956
2.000   0.3324   0.00571   0.00154  -0.0221   0.5093   0.9159
2.250   0.3585   0.00584   0.00163  -0.0215   0.4866   0.9336
2.500   0.3856   0.00597   0.00171  -0.0211   0.4683   0.9484
2.750   0.4135   0.00612   0.00180  -0.0210   0.4466   0.9607
3.000   0.4420   0.00631   0.00190  -0.0210   0.4223   0.9715
3.250   0.4752   0.00651   0.00201  -0.0221   0.3970   0.9776
3.500   0.5073   0.00675   0.00213  -0.0230   0.3671   0.9841
3.750   0.5443   0.00703   0.00226  -0.0251   0.3341   0.9870
4.000   0.5800   0.00731   0.00241  -0.0269   0.3022   0.9902
4.250   0.6140   0.00760   0.00257  -0.0284   0.2729   0.9937
4.500   0.6505   0.00791   0.00274  -0.0304   0.2426   0.9956
4.750   0.6861   0.00824   0.00292  -0.0323   0.2119   0.9978
5.000   0.7210   0.00860   0.00313  -0.0340   0.1808   0.9998
5.250   0.7441   0.00892   0.00333  -0.0332   0.1572   1.0000
5.500   0.7657   0.00919   0.00351  -0.0320   0.1384   1.0000
5.750   0.7872   0.00949   0.00372  -0.0308   0.1201   1.0000
6.000   0.8085   0.00981   0.00395  -0.0296   0.1030   1.0000
6.250   0.8299   0.01015   0.00420  -0.0284   0.0877   1.0000
6.500   0.8515   0.01048   0.00446  -0.0272   0.0740   1.0000
6.750   0.8730   0.01086   0.00475  -0.0260   0.0603   1.0000
7.000   0.8947   0.01123   0.00507  -0.0249   0.0515   1.0000
7.250   0.9164   0.01163   0.00542  -0.0237   0.0458   1.0000
7.500   0.9398   0.01190   0.00570  -0.0229   0.0438   1.0000
7.750   0.9630   0.01222   0.00603  -0.0221   0.0419   1.0000
8.000   0.9858   0.01262   0.00643  -0.0212   0.0398   1.0000
8.250   1.0084   0.01305   0.00689  -0.0203   0.0383   1.0000
8.500   1.0324   0.01335   0.00721  -0.0196   0.0375   1.0000
8.750   1.0560   0.01369   0.00758  -0.0189   0.0366   1.0000
9.000   1.0794   0.01405   0.00797  -0.0182   0.0357   1.0000
9.250   1.1024   0.01445   0.00838  -0.0175   0.0346   1.0000
9.500   1.1243   0.01494   0.00889  -0.0166   0.0335   1.0000
9.750   1.1429   0.01571   0.00971  -0.0152   0.0321   1.0000
10.000   1.1659   0.01606   0.01011  -0.0145   0.0317   1.0000
10.250   1.1887   0.01643   0.01051  -0.0138   0.0311   1.0000
10.500   1.2108   0.01684   0.01096  -0.0130   0.0304   1.0000
10.750   1.2322   0.01729   0.01144  -0.0121   0.0297   1.0000
11.000   1.2531   0.01775   0.01194  -0.0112   0.0289   1.0000
11.250   1.2728   0.01829   0.01249  -0.0101   0.0281   1.0000
11.500   1.2879   0.01914   0.01337  -0.0084   0.0271   1.0000
11.750   1.3022   0.01998   0.01429  -0.0066   0.0265   1.0000
12.000   1.3212   0.02038   0.01474  -0.0054   0.0261   1.0000
12.250   1.3385   0.02084   0.01526  -0.0040   0.0255   1.0000
12.500   1.3549   0.02136   0.01582  -0.0025   0.0249   1.0000
12.750   1.3709   0.02190   0.01640  -0.0010   0.0242   1.0000
13.000   1.3862   0.02251   0.01704   0.0004   0.0236   1.0000
13.250   1.3990   0.02330   0.01786   0.0021   0.0230   1.0000
13.500   1.4043   0.02461   0.01924   0.0043   0.0223   1.0000
13.750   1.4127   0.02579   0.02050   0.0060   0.0218   1.0000
14.000   1.4279   0.02653   0.02131   0.0070   0.0214   1.0000
14.250   1.4416   0.02741   0.02225   0.0080   0.0209   1.0000
14.500   1.4546   0.02837   0.02327   0.0089   0.0203   1.0000
14.750   1.4671   0.02941   0.02436   0.0097   0.0197   1.0000
15.000   1.4789   0.03055   0.02554   0.0104   0.0192   1.0000
15.250   1.4863   0.03213   0.02717   0.0112   0.0186   1.0000
15.500   1.4840   0.03473   0.02986   0.0119   0.0180   1.0000
15.750   1.4918   0.03648   0.03169   0.0122   0.0177   1.0000
16.000   1.4994   0.03831   0.03361   0.0123   0.0173   1.0000
16.250   1.5050   0.04044   0.03582   0.0123   0.0169   1.0000
16.500   1.5091   0.04282   0.03828   0.0120   0.0165   1.0000
16.750   1.5122   0.04536   0.04091   0.0116   0.0161   1.0000
17.000   1.5124   0.04836   0.04399   0.0110   0.0157   1.0000
17.250   1.5099   0.05182   0.04752   0.0100   0.0154   1.0000
17.500   1.5023   0.05602   0.05182   0.0086   0.0151   1.0000
17.750   1.4890   0.06117   0.05708   0.0067   0.0148   1.0000
18.000   1.4702   0.06728   0.06332   0.0043   0.0145   1.0000
18.250   1.4560   0.07286   0.06903   0.0020   0.0144   1.0000
18.500   1.4429   0.07843   0.07472  -0.0004   0.0143   1.0000
18.750   1.4274   0.08443   0.08085  -0.0030   0.0142   1.0000
19.000   1.4094   0.09097   0.08751  -0.0059   0.0141   1.0000
19.250   1.3896   0.09796   0.09463  -0.0092   0.0140   1.0000
